Antony and Cleopatra,Tragedy,44,1.2.74,ALEXAS,they'ld do't!
Antony and Cleopatra,Tragedy,45,1.2.75,DOMITIUS ENOBARBUS,Hush! here comes Antony.
Antony and Cleopatra,Tragedy,46,1.2.76,CHARMIAN,"Not he, the queen."
Antony and Cleopatra,Tragedy,47,1.2.77,CLEOPATRA,Saw you my lord?
Antony and Cleopatra,Tragedy,48,1.2.78,DOMITIUS ENOBARBUS,"No, lady."
Antony and Cleopatra,Tragedy,49,1.2.79,CLEOPATRA,Was he not here?
Antony and Cleopatra,Tragedy,50,1.2.80,CHARMIAN,"No, madam."
Antony and Cleopatra,Tragedy,51,1.2.81,CLEOPATRA,"He was disposed to mirth, but on the sudden"
Antony and Cleopatra,Tragedy,51,1.2.82,CLEOPATRA,A Roman thought hath struck him. Enobarbus!
Antony and Cleopatra,Tragedy,52,1.2.83,DOMITIUS ENOBARBUS,Madam?
Antony and Cleopatra,Tragedy,53,1.2.84,CLEOPATRA,"Seek him, and bring him hither."
Antony and Cleopatra,Tragedy,53,1.2.85,CLEOPATRA,Where's Alexas?
Antony and Cleopatra,Tragedy,54,1.2.86,ALEXAS,"Here, at your service. My lord approaches."
Antony and Cleopatra,Tragedy,55,1.2.87,CLEOPATRA,We will not look upon him: go with us.
Antony and Cleopatra,Tragedy,56,1.2.88,Messenger,Fulvia thy wife first came into the field.
Antony and Cleopatra,Tragedy,57,1.2.89,MARK ANTONY,Against my brother Lucius?
Antony and Cleopatra,Tragedy,58,1.2.90,Messenger,Ay:
Antony and Cleopatra,Tragedy,58,1.2.91,Messenger,"But soon that war had end, and the time's state"
Antony and Cleopatra,Tragedy,58,1.2.92,Messenger,"Made friends of them, joining their force 'gainst Caesar,"
Antony and Cleopatra,Tragedy,58,1.2.93,Messenger,"Whose better issue in the war, from Italy,"
Antony and Cleopatra,Tragedy,58,1.2.94,Messenger,"Upon the first encounter, drave them."
Antony and Cleopatra,Tragedy,59,1.2.95,MARK ANTONY,"Well, what worst?"
Antony and Cleopatra,Tragedy,60,1.2.96,Messenger,The nature of bad news infects the teller.
Antony and Cleopatra,Tragedy,61,1.2.97,MARK ANTONY,When it concerns the fool or coward. On:
Antony and Cleopatra,Tragedy,61,1.2.98,MARK ANTONY,Things that are past are done with me. 'Tis thus:
Antony and Cleopatra,Tragedy,61,1.2.99,MARK ANTONY,"Who tells me true, though in his tale lie death,"
Antony and Cleopatra,Tragedy,61,1.2.100,MARK ANTONY,I hear him as he flatter'd.
Antony and Cleopatra,Tragedy,62,1.2.101,Messenger,Labienus--
Antony and Cleopatra,Tragedy,62,1.2.102,Messenger,"This is stiff news--hath, with his Parthian force,"
Antony and Cleopatra,Tragedy,62,1.2.103,Messenger,"Extended Asia from Euphrates,"
Antony and Cleopatra,Tragedy,62,1.2.104,Messenger,His conquering banner shook from Syria
Antony and Cleopatra,Tragedy,62,1.2.105,Messenger,"To Lydia and to Ionia, Whilst--"
Antony and Cleopatra,Tragedy,63,1.2.106,MARK ANTONY,"Antony, thou wouldst say,--"
Antony and Cleopatra,Tragedy,64,1.2.107,Messenger,"O, my lord!"
Antony and Cleopatra,Tragedy,65,1.2.108,MARK ANTONY,"Speak to me home, mince not the general tongue:"
Antony and Cleopatra,Tragedy,65,1.2.109,MARK ANTONY,"Name Cleopatra as she is call'd in Rome,"
Antony and Cleopatra,Tragedy,65,1.2.110,MARK ANTONY,"Rail thou in Fulvia's phrase, and taunt my faults"
Antony and Cleopatra,Tragedy,65,1.2.111,MARK ANTONY,With such full licence as both truth and malice
Antony and Cleopatra,Tragedy,65,1.2.112,MARK ANTONY,"Have power to utter. O, then we bring forth weeds,"
Antony and Cleopatra,Tragedy,65,1.2.113,MARK ANTONY,"When our quick minds lie still, and our ills told us"
Antony and Cleopatra,Tragedy,65,1.2.114,MARK ANTONY,Is as our earing. Fare thee well awhile.
Antony and Cleopatra,Tragedy,66,1.2.115,Messenger,At your noble pleasure.
Antony and Cleopatra,Tragedy,67,1.2.116,MARK ANTONY,"From Sicyon, ho, the news! Speak there!"
Antony and Cleopatra,Tragedy,68,1.2.117,First Attendant,"The man from Sicyon,--is there such an one?"
Antony and Cleopatra,Tragedy,69,1.2.118,Second Attendant,He stays upon your will.
Antony and Cleopatra,Tragedy,70,1.2.119,MARK ANTONY,Let him appear.
Antony and Cleopatra,Tragedy,70,1.2.120,MARK ANTONY,"These strong Egyptian fetters I must break,"
Antony and Cleopatra,Tragedy,70,1.2.121,MARK ANTONY,Or lose myself in dotage.
Antony and Cleopatra,Tragedy,70,1.2.122,MARK ANTONY,What are you?
Antony and Cleopatra,Tragedy,71,1.2.123,Second Messenger,Fulvia thy wife is dead.
Antony and Cleopatra,Tragedy,72,1.2.124,MARK ANTONY,Where died she?
Antony and Cleopatra,Tragedy,73,1.2.125,Second Messenger,In Sicyon:
Antony and Cleopatra,Tragedy,73,1.2.126,Second Messenger,"Her length of sickness, with what else more serious"
Antony and Cleopatra,Tragedy,73,1.2.127,Second Messenger,"Importeth thee to know, this bears."
Antony and Cleopatra,Tragedy,74,1.2.128,MARK ANTONY,Forbear me.
Antony and Cleopatra,Tragedy,74,1.2.129,MARK ANTONY,There's a great spirit gone! Thus did I desire it:
Antony and Cleopatra,Tragedy,74,1.2.130,MARK ANTONY,"What our contempt doth often hurl from us,"
Antony and Cleopatra,Tragedy,74,1.2.131,MARK ANTONY,"We wish it ours again, the present pleasure,"
Antony and Cleopatra,Tragedy,74,1.2.132,MARK ANTONY,"By revolution lowering, does become"
Antony and Cleopatra,Tragedy,74,1.2.133,MARK ANTONY,"The opposite of itself: she's good, being gone,"
Antony and Cleopatra,Tragedy,74,1.2.134,MARK ANTONY,The hand could pluck her back that shoved her on.
Antony and Cleopatra,Tragedy,74,1.2.135,MARK ANTONY,I must from this enchanting queen break off:
Antony and Cleopatra,Tragedy,74,1.2.136,MARK ANTONY,"Ten thousand harms, more than the ills I know,"
Antony and Cleopatra,Tragedy,74,1.2.137,MARK ANTONY,My idleness doth hatch. How now! Enobarbus!
Antony and Cleopatra,Tragedy,75,1.2.138,DOMITIUS ENOBARBUS,"What's your pleasure, sir?"
Antony and Cleopatra,Tragedy,76,1.2.139,MARK ANTONY,I must with haste from hence.
Antony and Cleopatra,Tragedy,77,1.2.140,DOMITIUS ENOBARBUS,"Why, then, we kill all our women:"
Antony and Cleopatra,Tragedy,77,1.2.141,DOMITIUS ENOBARBUS,"we see how mortal an unkindness is to them,"
Antony and Cleopatra,Tragedy,77,1.2.142,DOMITIUS ENOBARBUS,"if they suffer our departure, death's the word."
Antony and Cleopatra,Tragedy,78,1.2.143,MARK ANTONY,I must be gone.
Antony and Cleopatra,Tragedy,79,1.2.144,DOMITIUS ENOBARBUS,"Under a compelling occasion, let women die, it were"
Antony and Cleopatra,Tragedy,79,1.2.145,DOMITIUS ENOBARBUS,"pity to cast them away for nothing, though, between"
Antony and Cleopatra,Tragedy,79,1.2.146,DOMITIUS ENOBARBUS,"them and a great cause, they should be esteemed"
Antony and Cleopatra,Tragedy,79,1.2.147,DOMITIUS ENOBARBUS,"nothing. Cleopatra, catching but the least noise of"
Antony and Cleopatra,Tragedy,79,1.2.148,DOMITIUS ENOBARBUS,"this, dies instantly, I have seen her die twenty"
Antony and Cleopatra,Tragedy,79,1.2.149,DOMITIUS ENOBARBUS,times upon far poorer moment: I do think there is
Antony and Cleopatra,Tragedy,79,1.2.150,DOMITIUS ENOBARBUS,"mettle in death, which commits some loving act upon"
Antony and Cleopatra,Tragedy,79,1.2.151,DOMITIUS ENOBARBUS,"her, she hath such a celerity in dying."
Antony and Cleopatra,Tragedy,80,1.2.152,MARK ANTONY,She is cunning past man's thought.
Antony and Cleopatra,Tragedy,81,1.2.153,DOMITIUS ENOBARBUS,"Alack, sir, no, her passions are made of nothing but"
Antony and Cleopatra,Tragedy,81,1.2.154,DOMITIUS ENOBARBUS,the finest part of pure love: we cannot call her
Antony and Cleopatra,Tragedy,81,1.2.155,DOMITIUS ENOBARBUS,"winds and waters sighs and tears, they are greater"
Antony and Cleopatra,Tragedy,81,1.2.156,DOMITIUS ENOBARBUS,storms and tempests than almanacs can report: this
Antony and Cleopatra,Tragedy,81,1.2.157,DOMITIUS ENOBARBUS,"cannot be cunning in her, if it be, she makes a"
Antony and Cleopatra,Tragedy,81,1.2.158,DOMITIUS ENOBARBUS,shower of rain as well as Jove.
Antony and Cleopatra,Tragedy,82,1.2.159,MARK ANTONY,Would I had never seen her.
Antony and Cleopatra,Tragedy,83,1.2.160,DOMITIUS ENOBARBUS,"O, sir, you had then left unseen a wonderful piece"
Antony and Cleopatra,Tragedy,83,1.2.161,DOMITIUS ENOBARBUS,"of work, which not to have been blest withal would"
Antony and Cleopatra,Tragedy,83,1.2.162,DOMITIUS ENOBARBUS,have discredited your travel.
Antony and Cleopatra,Tragedy,84,1.2.163,MARK ANTONY,Fulvia is dead.
Antony and Cleopatra,Tragedy,85,1.2.164,DOMITIUS ENOBARBUS,Sir?
Antony and Cleopatra,Tragedy,86,1.2.165,MARK ANTONY,Fulvia is dead.
Antony and Cleopatra,Tragedy,87,1.2.166,DOMITIUS ENOBARBUS,Fulvia!
Antony and Cleopatra,Tragedy,88,1.2.167,MARK ANTONY,Dead.
Antony and Cleopatra,Tragedy,89,1.2.168,DOMITIUS ENOBARBUS,"Why, sir, give the gods a thankful sacrifice. When"
Antony and Cleopatra,Tragedy,89,1.2.169,DOMITIUS ENOBARBUS,it pleaseth their deities to take the wife of a man
Antony and Cleopatra,Tragedy,89,1.2.170,DOMITIUS ENOBARBUS,"from him, it shows to man the tailors of the earth,"
Antony and Cleopatra,Tragedy,89,1.2.171,DOMITIUS ENOBARBUS,"comforting therein, that when old robes are worn"
Antony and Cleopatra,Tragedy,89,1.2.172,DOMITIUS ENOBARBUS,"out, there are members to make new. If there were"
Antony and Cleopatra,Tragedy,89,1.2.173,DOMITIUS ENOBARBUS,"no more women but Fulvia, then had you indeed a cut,"
Antony and Cleopatra,Tragedy,89,1.2.174,DOMITIUS ENOBARBUS,and the case to be lamented: this grief is crowned
Antony and Cleopatra,Tragedy,89,1.2.175,DOMITIUS ENOBARBUS,"with consolation, your old smock brings forth a new"
Antony and Cleopatra,Tragedy,89,1.2.176,DOMITIUS ENOBARBUS,petticoat: and indeed the tears live in an onion
Antony and Cleopatra,Tragedy,89,1.2.177,DOMITIUS ENOBARBUS,that should water this sorrow.
Antony and Cleopatra,Tragedy,90,1.2.178,MARK ANTONY,The business she hath broached in the state
Antony and Cleopatra,Tragedy,90,1.2.179,MARK ANTONY,Cannot endure my absence.
Antony and Cleopatra,Tragedy,91,1.2.180,DOMITIUS ENOBARBUS,And the business you have broached here cannot be
Antony and Cleopatra,Tragedy,91,1.2.181,DOMITIUS ENOBARBUS,"without you, especially that of Cleopatra's, which"
Antony and Cleopatra,Tragedy,91,1.2.182,DOMITIUS ENOBARBUS,wholly depends on your abode.
Antony and Cleopatra,Tragedy,92,1.2.183,MARK ANTONY,No more light answers. Let our officers
Antony and Cleopatra,Tragedy,92,1.2.184,MARK ANTONY,Have notice what we purpose. I shall break
Antony and Cleopatra,Tragedy,92,1.2.185,MARK ANTONY,"The cause of our expedience to the queen,"
Antony and Cleopatra,Tragedy,92,1.2.186,MARK ANTONY,And get her leave to part. For not alone
Antony and Cleopatra,Tragedy,92,1.2.187,MARK ANTONY,"The death of Fulvia, with more urgent touches,"
Antony and Cleopatra,Tragedy,92,1.2.188,MARK ANTONY,"Do strongly speak to us, but the letters too"
Antony and Cleopatra,Tragedy,92,1.2.189,MARK ANTONY,Of many our contriving friends in Rome
Antony and Cleopatra,Tragedy,92,1.2.190,MARK ANTONY,Petition us at home: Sextus Pompeius
Antony and Cleopatra,Tragedy,92,1.2.191,MARK ANTONY,"Hath given the dare to Caesar, and commands"
Antony and Cleopatra,Tragedy,92,1.2.192,MARK ANTONY,"The empire of the sea: our slippery people,"
Antony and Cleopatra,Tragedy,92,1.2.193,MARK ANTONY,Whose love is never link'd to the deserver
Antony and Cleopatra,Tragedy,92,1.2.194,MARK ANTONY,"Till his deserts are past, begin to throw"
Antony and Cleopatra,Tragedy,92,1.2.195,MARK ANTONY,Pompey the Great and all his dignities
Antony and Cleopatra,Tragedy,92,1.2.196,MARK ANTONY,"Upon his son, who, high in name and power,"
Antony and Cleopatra,Tragedy,92,1.2.197,MARK ANTONY,"Higher than both in blood and life, stands up"
Antony and Cleopatra,Tragedy,92,1.2.198,MARK ANTONY,"For the main soldier: whose quality, going on,"
Antony and Cleopatra,Tragedy,92,1.2.199,MARK ANTONY,"The sides o' the world may danger: much is breeding,"
Antony and Cleopatra,Tragedy,92,1.2.200,MARK ANTONY,"Which, like the courser's hair, hath yet but life,"
Antony and Cleopatra,Tragedy,92,1.2.201,MARK ANTONY,"And not a serpent's poison. Say, our pleasure,"
Antony and Cleopatra,Tragedy,92,1.2.202,MARK ANTONY,"To such whose place is under us, requires"
Antony and Cleopatra,Tragedy,92,1.2.203,MARK ANTONY,Our quick remove from hence.
Antony and Cleopatra,Tragedy,93,1.2.204,DOMITIUS ENOBARBUS,I shall do't.
Antony and Cleopatra,Tragedy,1,1.3.1,CLEOPATRA,Where is he?
Antony and Cleopatra,Tragedy,2,1.3.2,CHARMIAN,I did not see him since.
Antony and Cleopatra,Tragedy,3,1.3.3,CLEOPATRA,"See where he is, who's with him, what he does:"
Antony and Cleopatra,Tragedy,3,1.3.4,CLEOPATRA,"I did not send you: if you find him sad,"
Antony and Cleopatra,Tragedy,3,1.3.5,CLEOPATRA,"Say I am dancing, if in mirth, report"
Antony and Cleopatra,Tragedy,3,1.3.6,CLEOPATRA,"That I am sudden sick: quick, and return."
Antony and Cleopatra,Tragedy,4,1.3.7,CHARMIAN,"Madam, methinks, if you did love him dearly,"
Antony and Cleopatra,Tragedy,4,1.3.8,CHARMIAN,You do not hold the method to enforce
Antony and Cleopatra,Tragedy,4,1.3.9,CHARMIAN,The like from him.
Antony and Cleopatra,Tragedy,5,1.3.10,CLEOPATRA,"What should I do, I do not?"
Antony and Cleopatra,Tragedy,6,1.3.11,CHARMIAN,"In each thing give him way, cross him nothing."
